,account,allocation,Unnamed: 0,jobs,su,users,avg_cores,avg_nodes,cpuhours,cycle,Usage,Usage_Portion,SU_job,SU_user,Job_user
688,pi-nicho,1.51,39.0,536.0,0.04536221,4.0,10.5709,1.1716,45360.1472,2014.0,45362.21,0.030041198675496688,84.63098880597015,11340.5525,134.0
688,pi-nicho,1.51,48.0,7674.0,0.04193492,6.0,1.7177,1.0838,41898.6458,2015.0,41934.92,0.027771470198675496,5.46454521761793,6989.153333333333,1279.0
688,pi-nicho,1.51,72.0,7586.0,0.02004575,7.0,1.0865,0.9988,20009.2575,2016.0,20045.75,0.013275331125827815,2.642466385446876,2863.6785714285716,1083.7142857142858
688,pi-nicho,1.51,26.0,2655.0,0.5715829499999999,6.0,19.42,1.125,516934.5553,2017.0,571582.95,0.3785317549668874,215.2854802259887,95263.825,442.5
688,pi-nicho,1.51,78.0,99.0,0.03341347,1.0,34.5051,2.2121,27215.6539,2018.0,33413.47,0.02212812582781457,337.509797979798,33413.47,99.0
689,pi-trsosnic,1.5,68.0,12151.0,0.01731411,5.0,1.1648,1.0541,17255.6086,2015.0,17314.11,0.011542740000000001,1.424912352892766,3462.822,2430.2
689,pi-trsosnic,1.5,15.0,11346.0,0.5770014499999999,6.0,7.6444,1.0428,576953.8617,2016.0,577001.45,0.3846676333333333,50.85505464480874,96166.90833333333,1891.0
689,pi-trsosnic,1.5,14.0,30004.0,1.1399576299999998,9.0,6.2833,1.1403,1138701.9667,2017.0,1139957.63,0.7599717533333332,37.993521863751496,126661.95888888888,3333.777777777778
689,pi-trsosnic,1.5,27.0,17729.0,0.49768396000000004,8.0,3.0796,1.0397,397621.6408,2018.0,497683.96,0.3317893066666667,28.071744599244177,62210.495,2216.125
690,pi-taddy,1.5,34.0,287.0,0.00790826,1.0,93.3066,6.2857,7907.3089,2013.0,7908.26,0.005272173333333334,27.554912891986064,7908.26,287.0
690,pi-taddy,1.5,21.0,478.0,0.16265884,4.0,291.7971,19.9854,162657.0831,2014.0,162658.84,0.10843922666666667,340.290460251046,40664.71,119.5
690,pi-taddy,1.5,9.0,1414.0,0.78703265,8.0,130.4208,8.5375,787027.1911,2015.0,787032.65,0.5246884333333334,556.6001768033947,98379.08125,176.75
690,pi-taddy,1.5,4.0,5395.0,1.2924073,11.0,78.7809,4.9783,1292390.0911,2016.0,1292407.3,0.8616048666666667,239.5564967562558,117491.57272727274,490.45454545454544
690,pi-taddy,1.5,28.0,16597.0,0.50650408,6.0,15.8582,1.4131,304900.9497,2017.0,506504.08,0.3376693866666667,30.51780924263421,84417.34666666666,2766.1666666666665
690,pi-taddy,1.5,16.0,10669.0,0.91311183,5.0,27.4392,1.9571,538833.7619,2018.0,913111.83,0.60874122,85.58551223169931,182622.36599999998,2133.8
691,pi-lgrandi,1.4,69.0,1041.0,0.01454532,5.0,53.684,4.3141,14541.84,2015.0,14545.32,0.010389514285714286,13.972449567723343,2909.064,208.2
691,pi-lgrandi,1.4,28.0,70218.0,0.24938866,15.0,45.8851,3.8604,249094.4414,2016.0,249388.66,0.17813475714285715,3.551634338773534,16625.910666666667,4681.2
691,pi-lgrandi,1.4,56.0,338065.0,0.10275052,32.0,1.7618,0.9762,101720.4239,2017.0,102750.52,0.07339322857142858,0.303937171845651,3210.95375,10564.53125
691,pi-lgrandi,1.4,24.0,125033.0,0.52616685,38.0,3.4655,1.0581,277976.9717,2018.0,526166.85,0.3758334642857143,4.208223828909167,13846.496052631579,3290.342105263158
692,pi-ejadams,1.25,111.0,12.0,0.00032638999999999997,1.0,14.5,2.1667,326.3364,2015.0,326.39,0.000261112,27.199166666666667,326.39,12.0
692,pi-ejadams,1.25,30.0,1464.0,0.50035847,1.0,79.9337,3.6585,456598.1081,2017.0,500358.47,0.40028677599999996,341.77491120218576,500358.47,1464.0
692,pi-ejadams,1.25,41.0,841.0,0.24915820000000002,1.0,129.8644,5.1379,193746.2133,2018.0,249158.2,0.19932656,296.264209274673,249158.2,841.0
693,pi-khanna7,1.1125,72.0,18.0,0.01290799,2.0,86.1667,6.1667,12907.9236,2015.0,12907.99,0.011602687640449439,717.1105555555555,6453.995,9.0
693,pi-khanna7,1.1125,48.0,305.0,0.16968022,2.0,108.9443,6.2361,176683.2544,2017.0,169680.22,0.15252154606741572,556.3285901639345,84840.11,152.5
693,pi-khanna7,1.1125,28.0,238.0,0.49203867,4.0,311.8319,11.6261,378328.5078,2018.0,492038.67,0.44228195056179775,2067.3893697478993,123009.6675,59.5
694,pi-jsolway,1.054616,168.0,625.0,0.00019263,1.0,1.0,1.0,189.6247,2017.0,192.63,0.00018265416037685755,0.308208,192.63,625.0
694,pi-jsolway,1.054616,57.0,4565.0,0.1062135,1.0,1.0366,1.0015,3879.8203,2018.0,106213.5,0.10071296092606219,23.266922234392116,106213.5,4565.0
695,pi-risi,1.05028,101.0,466.0,0.0010665,2.0,6.3326,1.0579,1064.4514,2015.0,1066.5,0.0010154435007807441,2.28862660944206,533.25,233.0
695,pi-risi,1.05028,65.0,3160.0,0.02573616,4.0,9.3835,0.8671,25724.4419,2016.0,25736.16,0.024504094146322885,8.144354430379746,6434.04,790.0
695,pi-risi,1.05028,81.0,487.0,0.02722163,3.0,17.9014,1.1355,27148.6667,2017.0,27221.63,0.025918450318010437,55.89657084188912,9073.876666666667,162.33333333333334
695,pi-risi,1.05028,60.0,817.0,0.08775042,4.0,16.0135,1.0,77382.4539,2018.0,87750.42,0.08354954869177743,107.40565483476132,21937.605,204.25
696,pi-kavibhalla,1.050054,217.0,20.0,6e-08,1.0,3.3,0.6,0.0481,2017.0,0.06,5.7139918518476194e-08,0.003,0.06,20.0
696,pi-kavibhalla,1.050054,144.0,1072.0,0.00113076,2.0,1.5905,1.0616,987.33,2018.0,1130.76,0.0010768589043992022,1.054813432835821,565.38,536.0
697,pi-gkaplan,1.047901,172.0,6.0,5.12e-06,1.0,1.0,1.0,5.0817,2016.0,5.12,4.8859577383741405e-06,0.8533333333333334,5.12,6.0
697,pi-gkaplan,1.047901,155.0,311.0,0.00048017000000000003,3.0,2.5756,1.3505,459.4533,2017.0,480.17,0.00045822076703810763,1.5439549839228297,160.05666666666667,103.66666666666667
697,pi-gkaplan,1.047901,64.0,775.0,0.06287377,3.0,34.0748,1.4232,47995.4575,2018.0,62873.77,0.05999972325629997,81.12744516129032,20957.923333333332,258.3333333333333
698,pi-srnagel,1.034431,131.0,506.0,0.00242827,2.0,3.1344,1.0,2425.5819,2017.0,2428.27,0.0023474451171706955,4.798952569169961,1214.135,253.0
698,pi-srnagel,1.034431,44.0,20989.0,0.22534587,2.0,1.0441,1.0003,44135.2192,2018.0,225345.87,0.21784524052353418,10.73637953213588,112672.935,10494.5
699,pi-levin,1.008107,71.0,79.0,0.00228516,3.0,11.1139,1.0127,2284.8092,2014.0,2285.16,0.0022667831886892956,28.926075949367085,761.7199999999999,26.333333333333332
699,pi-levin,1.008107,45.0,784.0,0.05320174,4.0,12.0128,1.4707,53198.9542,2015.0,53201.74,0.05277390197667509,67.85936224489795,13300.435,196.0
699,pi-levin,1.008107,60.0,859.0,0.03278354,4.0,15.0012,1.8091,32780.0875,2016.0,32783.54,0.03251990116128546,38.16477299185099,8195.885,214.75
699,pi-levin,1.008107,72.0,765.0,0.039772300000000003,4.0,26.5098,1.7725,39788.3703,2017.0,39772.3,0.03945245891557146,51.98993464052288,9943.075,191.25
699,pi-levin,1.008107,42.0,12683.0,0.24671432000000001,3.0,45.2044,4.2575,131107.3931,2018.0,246714.32,0.24473029152659392,19.452363005598045,82238.10666666667,4227.666666666667
700,pi-yangili1,1.003,134.0,259.0,0.00200013,1.0,7.2317,6.6834,1998.9492,2017.0,2000.13,0.001994147557328016,7.722509652509653,2000.13,259.0
700,pi-yangili1,1.003,53.0,146509.0,0.13884815,7.0,1.5521,1.1382,45646.7386,2018.0,138848.15,0.138432851445663,0.947710720843088,19835.45,20929.85714285714
701,pi-weberm,1.002501,138.0,6.0,8.24e-06,1.0,1.0,1.0,8.2122,2015.0,8.24,8.219443172625264e-06,1.3733333333333333,8.24,6.0
701,pi-weberm,1.002501,97.0,3117.0,0.01044275,4.0,6.1765,0.9878,9948.6294,2017.0,10442.75,0.010416697838705398,3.350256657042028,2610.6875,779.25
701,pi-weberm,1.002501,63.0,10997.0,0.07720024,2.0,6.7352,1.0,14473.7508,2018.0,77200.24,0.0770076438826495,7.02011821405838,38600.12,5498.5
702,pi-foster,1.000527,76.0,6.0,0.0012861099999999998,1.0,128.0,8.0,1286.08,2014.0,1286.11,0.001285432577031904,214.35166666666666,1286.11,6.0
702,pi-foster,1.000527,27.0,834.0,0.16848906,4.0,62.1882,4.2026,168485.4114,2015.0,168489.06,0.16840031303503053,202.02525179856116,42122.265,208.5
702,pi-foster,1.000527,127.0,224.0,0.00072027,2.0,6.4777,1.2545,719.2142,2016.0,720.27,0.0007198906176445013,3.215491071428571,360.135,112.0
702,pi-foster,1.000527,145.0,122.0,0.00086539,4.0,57.5,6.2295,864.8797,2017.0,865.39,0.0008649341796873048,7.093360655737705,216.3475,30.5
702,pi-foster,1.000527,59.0,9492.0,0.09168651,3.0,13.5304,1.0,91687.0408,2018.0,91686.51,0.09163821665982028,9.659345764854613,30562.17,3164.0
703,pi-kravtsov,1.0,4.0,3679.0,1.28710248,2.0,174.4091,11.5439,1287093.5369,2013.0,1287102.48,1.0,349.8511769502582,643551.24,1839.5
703,pi-kravtsov,1.0,4.0,922.0,1.24979113,3.0,85.8915,5.461,1249787.0231,2014.0,1249791.13,1.0,1355.5218329718002,416597.0433333333,307.3333333333333
703,pi-kravtsov,1.0,15.0,2755.0,0.46202769,9.0,19.2283,1.8588,462015.3519,2015.0,462027.69,0.46202769,167.70515063520872,51336.41,306.1111111111111
703,pi-kravtsov,1.0,18.0,2382.0,0.48455623999999997,10.0,19.0508,1.7414,484546.2208,2016.0,484556.24,0.48455623999999997,203.4241141897565,48455.623999999996,238.2
703,pi-kravtsov,1.0,13.0,3708.0,1.16168534,9.0,120.8652,5.5076,1669409.1781,2017.0,1161685.34,1.0,313.2916235167206,129076.1488888889,412.0
703,pi-kravtsov,1.0,35.0,1405.0,0.37544063,8.0,33.1032,2.1345,329096.0042,2018.0,375440.63,0.37544063,267.2175302491103,46930.07875,175.625
704,pi-gilad,1.0,113.0,3014.0,0.00255579,3.0,1.8328,0.9038,2540.4614,2016.0,2555.79,0.00255579,0.8479727936297279,851.93,1004.6666666666666
704,pi-gilad,1.0,50.0,183142.0,0.16026026999999998,12.0,2.0616,0.9557,75759.0428,2017.0,160260.27,0.16026026999999998,0.87506017188848,13355.0225,15261.833333333334
704,pi-gilad,1.0,26.0,294134.0,0.51378166,15.0,1.7825,1.0085,144433.2311,2018.0,513781.66,0.51378166,1.7467605241148592,34252.11066666667,19608.933333333334
705,pi-aaz,1.0,17.0,1368.0,0.060515089999999994,1.0,28.3743,2.0439,60510.04,2013.0,60515.09,0.060515089999999994,44.236176900584795,60515.09,1368.0
705,pi-aaz,1.0,30.0,337.0,0.06037907,3.0,10.368,1.0415,60377.5075,2014.0,60379.07,0.06037907,179.16637982195846,20126.356666666667,112.33333333333333
705,pi-aaz,1.0,43.0,92.0,0.05528286,6.0,83.6522,5.4783,55282.5342,2015.0,55282.86,0.05528286,600.900652173913,9213.81,15.333333333333334
705,pi-aaz,1.0,0.0,2343.0,2.02190781,7.0,69.1481,4.4767,2021898.8683,2016.0,2021907.81,1.0,862.9568117797695,288843.97285714286,334.7142857142857
705,pi-aaz,1.0,86.0,139.0,0.02042559,6.0,10.964,1.0576,20425.035,2017.0,20425.59,0.02042559,146.94669064748203,3404.265,23.166666666666668
705,pi-aaz,1.0,49.0,273.0,0.18981186,2.0,52.315,1.8864,146009.3744,2018.0,189811.86,0.18981186,695.2815384615384,94905.93,136.5
706,pi-rkessler,1.0,37.0,51447.0,0.006749010000000001,5.0,0.9982,1.002,6452.9975,2013.0,6749.01,0.006749010000000001,0.1311837424922736,1349.8020000000001,10289.4
706,pi-rkessler,1.0,44.0,138970.0,0.02867389,7.0,0.9883,1.0121,27904.7267,2014.0,28673.89,0.02867389,0.2063315103979276,4096.2699999999995,19852.85714285714
706,pi-rkessler,1.0,41.0,125051.0,0.05918174,7.0,1.0444,1.0352,58477.6172,2015.0,59181.74,0.05918174,0.4732608295815307,8454.534285714286,17864.428571428572
706,pi-rkessler,1.0,7.0,240667.0,0.7481218199999999,18.0,1.9588,0.9971,746889.8844,2016.0,748121.82,0.7481218199999999,3.1085351128322536,41562.323333333334,13370.388888888889
706,pi-rkessler,1.0,20.0,336200.0,0.87826485,21.0,1.5678,1.0175,874281.3025,2017.0,878264.85,0.87826485,2.612328524687686,41822.135714285716,16009.52380952381
706,pi-rkessler,1.0,20.0,510786.0,0.68543339,16.0,2.0454,1.0294,673330.9094,2018.0,685433.39,0.68543339,1.3419189053732874,42839.586875,31924.125
707,pi-gdwyer,1.0,61.0,1651.0,0.00721109,2.0,1.745,1.0575,7202.4028,2014.0,7211.09,0.00721109,4.36771047849788,3605.545,825.5
707,pi-gdwyer,1.0,47.0,22183.0,0.0482957,5.0,1.664,1.087,48186.2464,2015.0,48295.7,0.0482957,2.1771491682820177,9659.14,4436.6
707,pi-gdwyer,1.0,24.0,89019.0,0.33087277000000004,7.0,1.2536,1.0107,330437.5167,2016.0,330872.77,0.33087277000000004,3.7168780822071694,47267.53857142857,12717.0
707,pi-gdwyer,1.0,29.0,63529.0,0.5008615399999999,8.0,1.2639,0.9159,409178.0569,2017.0,500861.54,0.5008615399999999,7.883982748036329,62607.6925,7941.125
707,pi-gdwyer,1.0,22.0,8901.0,0.65037874,7.0,3.174,1.0017,347335.7025,2018.0,650378.74,0.65037874,73.06805302774968,92911.24857142857,1271.5714285714287
708,pi-bkeenan,1.0,70.0,273.0,0.01443355,2.0,19.0952,2.2051,14432.3289,2015.0,14433.55,0.01443355,52.87014652014652,7216.775,136.5
708,pi-bkeenan,1.0,26.0,412.0,0.28606957,2.0,83.73299999999998,5.8204,286067.8586,2016.0,286069.57,0.28606957,694.3436165048544,143034.785,206.0
708,pi-bkeenan,1.0,15.0,285.0,1.0023552,2.0,296.8772,12.9544,1002354.4347,2017.0,1002355.2,1.0,3517.035789473684,501177.6,142.5
708,pi-bkeenan,1.0,131.0,53.0,0.00182308,1.0,3.8302,1.0,1812.0753,2018.0,1823.08,0.00182308,34.3977358490566,1823.08,53.0
709,pi-svaikunt,0.87,8.0,24428.0,0.83063977,8.0,5.2178,1.2621,830521.2133,2015.0,830639.77,0.9547583563218391,34.00359300802358,103829.97125,3053.5
709,pi-svaikunt,0.87,17.0,7455.0,0.48679860999999996,6.0,16.320999999999998,1.1171,486772.0233,2016.0,486798.61,0.559538632183908,65.29827095908786,81133.10166666667,1242.5
709,pi-svaikunt,0.87,42.0,46005.0,0.20348503,5.0,1.2624,0.9798,200329.8531,2017.0,203485.03,0.23389083908045977,4.423106836213455,40697.006,9201.0
709,pi-svaikunt,0.87,25.0,16616.0,0.52109775,4.0,4.3811,1.0004,441972.3808,2018.0,521097.75,0.5989629310344827,31.361203057294173,130274.4375,4154.0
710,pi-gnedin,0.813997,19.0,57.0,0.05553641,1.0,168.9825,10.9123,55536.2578,2013.0,55536.41,0.06822679936166841,974.3229824561404,55536.41,57.0
710,pi-gnedin,0.813997,8.0,16002.0,0.8355489399999999,2.0,15.6365,1.2265,835488.3525,2014.0,835548.94,1.0,52.21528183977003,417774.47,8001.0
710,pi-gnedin,0.813997,159.0,1.0,0.0,1.0,0.0,2.0,0.0,2015.0,0.0,0.0,0.0,0.0,1.0
710,pi-gnedin,0.813997,143.0,57.0,0.0010039299999999999,1.0,1619.2807,69.807,13438.3644,2017.0,1003.93,0.001233333783785444,17.612807017543858,1003.93,57.0
710,pi-gnedin,0.813997,19.0,368.0,0.71368986,2.0,166.3832,10.5163,713689.5106,2018.0,713689.86,0.8767721011256798,1939.3746195652172,356844.93,184.0
711,pi-amurugan,0.8,104.0,156.0,0.0009486799999999999,1.0,1.0962,1.0,947.8203,2015.0,948.68,0.00118585,6.081282051282051,948.68,156.0
711,pi-amurugan,0.8,82.0,2150.0,0.01132714,4.0,51.7377,5.5335,11318.6578,2016.0,11327.14,0.014158925,5.268437209302325,2831.785,537.5
711,pi-amurugan,0.8,34.0,7401.0,0.35573823,6.0,45.6675,8.2451,337737.5042,2017.0,355738.23,0.4446727875,48.066238346169435,59289.704999999994,1233.5
711,pi-amurugan,0.8,37.0,11932.0,0.3582498,5.0,5.222,1.2541,339797.3956,2018.0,358249.8,0.44781224999999997,30.02428762990278,71649.95999999999,2386.4
712,pi-avieregg,0.8,91.0,13453.0,0.00349627,4.0,0.8508,1.1502,3434.0036,2015.0,3496.27,0.0043703375,0.2598877573775366,874.0675,3363.25
712,pi-avieregg,0.8,85.0,2159.0,0.01026028,4.0,2.8337,1.0866,10247.9792,2016.0,10260.28,0.012825350000000001,4.7523297823066235,2565.07,539.75
712,pi-avieregg,0.8,33.0,39110.0,0.36354963,6.0,3.1455,0.9016,349989.7611,2017.0,363549.63,0.45443703750000003,9.295567118384046,60591.605,6518.333333333333
712,pi-avieregg,0.8,31.0,27625.0,0.45966051,5.0,5.4262,1.0,333313.8933,2018.0,459660.51,0.5745756375,16.63929447963801,91932.102,5525.0
713,pi-nfschere,0.8,94.0,139.0,0.00253841,1.0,1.1583,1.0,2537.765,2015.0,2538.41,0.0031730125,18.261942446043165,2538.41,139.0
713,pi-nfschere,0.8,31.0,803.0,0.19352244,3.0,49.6812,3.1831,193518.8792,2016.0,193522.44,0.24190305,240.99930261519302,64507.48,267.6666666666667
713,pi-nfschere,0.8,18.0,1604.0,0.93188936,5.0,63.7226,3.5399,932305.5064,2017.0,931889.36,1.0,580.978403990025,186377.872,320.8
713,pi-nfschere,0.8,39.0,374.0,0.26459936,2.0,76.9626,5.1096,264599.3956,2018.0,264599.36,0.33074919999999997,707.4849197860963,132299.68,187.0
714,pi-xinhe,0.777,166.0,28.0,1.218e-05,1.0,0.4286,0.8929,12.1414,2016.0,12.18,1.5675675675675676e-05,0.435,12.18,28.0
714,pi-xinhe,0.777,63.0,20945.0,0.07641335,10.0,4.4287,0.9924,27934.0886,2017.0,76413.35,0.0983440797940798,3.6482859871090954,7641.335000000001,2094.5
714,pi-xinhe,0.777,36.0,272787.0,0.36065569000000003,11.0,3.0716,1.0061,82987.6561,2018.0,360655.69,0.4641643371943372,1.3221146535575377,32786.88090909091,24798.81818181818
715,pi-pascualmm,0.75,37.0,334019.0,0.07005531,6.0,1.0025,1.0049,68713.3992,2015.0,70055.31,0.09340708,0.20973450612090927,11675.885,55669.833333333336
715,pi-pascualmm,0.75,22.0,545996.0,0.37964183,8.0,0.9968,0.995,377163.7692,2016.0,379641.83,0.5061891066666667,0.6953198008776621,47455.22875,68249.5
715,pi-pascualmm,0.75,22.0,181841.0,0.78612688,8.0,7.7029999999999985,0.9383,696803.8142,2017.0,786126.88,1.0,4.323155284011857,98265.86,22730.125
715,pi-pascualmm,0.75,38.0,39816.0,0.28727299,7.0,2.0139,1.0,73347.9867,2018.0,287272.99,0.3830306533333333,7.215013813542295,41038.99857142857,5688.0
716,pi-kazutaka,0.71,41.0,237.0,0.0342481,3.0,9.9198,1.0042,34247.0525,2014.0,34248.1,0.048236760563380277,144.50675105485232,11416.033333333333,79.0
716,pi-kazutaka,0.71,81.0,232.0,0.00588006,6.0,5.75,1.1034,5879.0406,2015.0,5880.06,0.008281774647887324,25.345086206896553,980.0100000000001,38.666666666666664
716,pi-kazutaka,0.71,117.0,45.0,0.00160267,5.0,10.5111,0.9778,1602.5233,2016.0,1602.67,0.0022572816901408454,35.61488888888889,320.534,9.0
716,pi-kazutaka,0.71,51.0,1197.0,0.13938663,4.0,11.9574,0.9749,77981.3589,2017.0,139386.63,0.1963191971830986,116.44664160401003,34846.6575,299.25
716,pi-kazutaka,0.71,97.0,123.0,0.014493049999999999,2.0,25.0732,1.0,14007.5122,2018.0,14493.05,0.02041274647887324,117.82967479674797,7246.525,61.5
717,pi-cobey,0.68,86.0,2690.0,0.00063726,2.0,0.9602,1.0398,621.0436,2014.0,637.26,0.0009371470588235294,0.2368996282527881,318.63,1345.0
717,pi-cobey,0.68,38.0,336613.0,0.06949496000000001,10.0,1.35,1.0517,67674.6158,2015.0,69494.96,0.10219847058823531,0.20645358319494495,6949.496000000001,33661.3
717,pi-cobey,0.68,33.0,47657.0,0.17217578,8.0,4.9697,0.9978,171961.5589,2016.0,172175.78,0.2531996764705882,3.612811968860818,21521.9725,5957.125
717,pi-cobey,0.68,27.0,33042.0,0.50708984,9.0,2.1738,0.953,320574.5306,2017.0,507089.84,0.7457203529411766,15.346826463289148,56343.31555555556,3671.3333333333335
717,pi-cobey,0.68,32.0,73189.0,0.44115126,6.0,1.0809,1.0,96891.5214,2018.0,441151.26,0.6487518529411764,6.027562338602795,73525.21,12198.166666666666
718,pi-jheckman,0.620672,26.0,160.0,0.02957181,1.0,68.475,4.8688,29571.065,2013.0,29571.81,0.04764482689729842,184.8238125,29571.81,160.0
718,pi-jheckman,0.620672,73.0,743.0,0.038328970000000004,1.0,10.7241,1.0444,37408.0392,2017.0,38328.97,0.06175398600226851,51.58676985195155,38328.97,743.0
718,pi-jheckman,0.620672,51.0,1578.0,0.16890359,1.0,22.1812,1.3802,148252.6436,2018.0,168903.59,0.2721301911476593,107.03649556400507,168903.59,1578.0
719,pi-jdingel,0.607454,61.0,27386.0,0.030637619999999997,4.0,0.3753,0.2589,30605.2825,2016.0,30637.62,0.05043611532725112,1.1187329292339152,7659.405,6846.5
719,pi-jdingel,0.607454,104.0,11077.0,0.00774992,5.0,1.1806,1.0036,7411.1822,2017.0,7749.92,0.012758035999433702,0.6996406969396046,1549.984,2215.4
719,pi-jdingel,0.607454,46.0,23983.0,0.19920464999999998,4.0,15.6121,1.0029,140637.4333,2018.0,199204.65,0.3279337200841545,8.306077221365133,49801.1625,5995.75
720,pi-sdodelso,0.6,82.0,180.0,0.00089505,2.0,1.3444,1.0333,894.1111,2014.0,895.05,0.00149175,4.9725,447.525,90.0
720,pi-sdodelso,0.6,36.0,541.0,0.0705145,3.0,11.1885,1.4344,70512.1667,2015.0,70514.5,0.11752416666666667,130.34103512014786,23504.833333333332,180.33333333333334
720,pi-sdodelso,0.6,53.0,3706.0,0.05712664,7.0,5.9808,1.2234,57108.6644,2016.0,57126.64,0.09521106666666666,15.414635725849973,8160.948571428571,529.4285714285714
720,pi-sdodelso,0.6,25.0,14844.0,0.68201341,9.0,22.7174,1.4548,675070.3231,2017.0,682013.41,1.0,45.94539275127998,75779.26777777779,1649.3333333333333
720,pi-sdodelso,0.6,23.0,1969.0,0.59472896,4.0,35.5642,2.2275,594727.4411,2018.0,594728.96,0.9912149333333333,302.0461960385983,148682.24,492.25
721,pi-mrust,0.555,208.0,3.0,8.4e-07,1.0,11.0,1.3333,1.1025,2017.0,0.84,1.5135135135135135e-06,0.27999999999999997,0.84,3.0
721,pi-mrust,0.555,74.0,127.0,0.04642367,1.0,17.9213,1.0157,43784.1689,2018.0,46423.67,0.08364625225225225,365.5407086614173,46423.67,127.0
722,pi-lhansen,0.55,77.0,6110.0,0.0361915,1.0,9.4861,1.0682,27811.0117,2018.0,36191.5,0.06580272727272728,5.923322422258592,36191.5,6110.0
723,pi-jingyifei,0.505,118.0,22.0,0.00445978,1.0,26.9091,2.3636,4459.6603,2017.0,4459.78,0.008831247524752475,202.71727272727273,4459.78,22.0
723,pi-jingyifei,0.505,81.0,2696.0,0.026275720000000002,2.0,6.4254,1.2967,25465.6397,2018.0,26275.72,0.05203112871287129,9.74618694362018,13137.86,1348.0
724,pi-jlskinner,0.5,59.0,501.0,0.08332078,2.0,7.7365,0.9741,83319.4589,2017.0,83320.78,0.16664156,166.30894211576847,41660.39,250.5
724,pi-jlskinner,0.5,30.0,75324.0,0.4709022,4.0,1.4394,1.0,404537.8928,2018.0,470902.2,0.9418044,6.251688704795285,117725.55,18831.0
725,pi-gconstan,0.5,94.0,134.0,0.016400130000000002,1.0,42.6269,1.9328,12627.5367,2018.0,16400.13,0.032800260000000005,122.38902985074628,16400.13,134.0
726,pi-wtang,0.5,31.0,63.0,0.09900533,2.0,136.6984,8.6984,99005.0844,2015.0,99005.33,0.19801066,1571.5131746031745,49502.665,31.5
726,pi-wtang,0.5,5.0,375.0,1.12854603,5.0,176.488,11.088,1128544.7022,2016.0,1128546.03,1.0,3009.45608,225709.206,75.0
726,pi-wtang,0.5,92.0,29.0,0.01469385,3.0,410.3448,15.1724,75014.8278,2017.0,14693.85,0.0293877,506.6844827586207,4897.95,9.666666666666666
726,pi-wtang,0.5,198.0,1.0,2.17e-06,1.0,1.0,1.0,0.7239,2018.0,2.17,4.34e-06,2.17,2.17,1.0
727,pi-wenbinlin,0.46,40.0,827.0,0.04059651,3.0,8.7473,1.0254,40592.8606,2014.0,40596.51,0.08825328260869565,49.08888754534462,13532.17,275.6666666666667
727,pi-wenbinlin,0.46,40.0,609.0,0.06498589,8.0,12.5402,1.0854,64983.3089,2015.0,64985.89,0.1412736739130435,106.7091789819376,8123.23625,76.125
727,pi-wenbinlin,0.46,67.0,301.0,0.02382008,5.0,9.7508,1.0033,23818.5978,2016.0,23820.08,0.051782782608695656,79.13647840531561,4764.0160000000005,60.2
727,pi-wenbinlin,0.46,35.0,23785.0,0.32183965999999997,2.0,1.2498,0.07400000000000001,326662.7814,2017.0,321839.66,0.6996514347826086,13.531202858944711,160919.83,11892.5
727,pi-wenbinlin,0.46,47.0,2462.0,0.19797351000000002,1.0,13.3875,1.0,187942.96,2018.0,197973.51,0.4303771956521739,80.41166125101545,197973.51,2462.0
728,pi-nnn,0.45,84.0,92.0,0.010516290000000001,1.0,10.0652,0.9239,10515.9022,2016.0,10516.29,0.023369533333333335,114.3075,10516.29,92.0
728,pi-nnn,0.45,47.0,715.0,0.17607687,3.0,40.6112,8.0839,153259.6953,2017.0,176076.87,0.39128193333333333,246.26135664335663,58692.29,238.33333333333334
728,pi-nnn,0.45,43.0,646.0,0.24303292,1.0,48.8297,1.8885,187038.3706,2018.0,243032.92,0.5400731555555556,376.2119504643963,243032.92,646.0
729,pi-l332,0.45,149.0,5.0,2.6e-07,1.0,1.0,1.0,0.2367,2015.0,0.26,5.777777777777778e-07,0.052000000000000005,0.26,5.0
729,pi-l332,0.45,99.0,244.0,0.00479558,1.0,14.1066,0.9508,4794.5328,2016.0,4795.58,0.010656844444444443,19.65401639344262,4795.58,244.0
729,pi-l332,0.45,151.0,45.0,0.00068727,1.0,18.0889,1.0,574.905,2017.0,687.27,0.0015272666666666665,15.272666666666666,687.27,45.0
729,pi-l332,0.45,133.0,1135.0,0.0016883299999999998,3.0,1.9753,1.0881,1366.6006,2018.0,1688.33,0.003751844444444444,1.4875154185022026,562.7766666666666,378.3333333333333
730,pi-vavra,0.45,105.0,24.0,0.00068281,1.0,16.0417,1.0417,682.7031,2015.0,682.81,0.0015173555555555555,28.450416666666666,682.81,24.0
730,pi-vavra,0.45,129.0,101.0,0.00060816,1.0,6.3366,0.9505,607.6569,2016.0,608.16,0.0013514666666666667,6.021386138613861,608.16,101.0
730,pi-vavra,0.45,54.0,20069.0,0.10865656,1.0,13.2097,0.9967,92198.6722,2017.0,108656.56,0.2414590222222222,5.414149185310678,108656.56,20069.0
730,pi-vavra,0.45,50.0,36262.0,0.16913466,1.0,12.7837,1.0,112779.4803,2018.0,169134.66,0.3758548,4.664239699961392,169134.66,36262.0
731,pi-moyer,0.419029,35.0,1299.0,0.0068864,3.0,1.2263,1.0855,6880.2692,2013.0,6886.4,0.016434184746163153,5.30130869899923,2295.4666666666667,433.0
